,TidId,Start,Slut,Notat,Notat,OprettelsesDato,Navn
,79353,24/05/2006,04/06/2006,flytbar,101,05/05/2005 11.46,Panoramaplads
,79403,14/07/2006,21/07/2006,flytbar,173,06/06/2005 16.16,Panoramaplads
,79420,20/07/2006,26/07/2006,ikke flytbar,85,05/07/2001,Panoramaplads
,79421,19/07/2006,24/07/2006,ikke flytbar,86,05/07/2001,Panoramaplads
,79442,07/08/2006,20/09/2006,flytbar,188,16/07/2002,Panoramaplads
,79467,01/07/2006,08/07/2006,ikke flytbar,101,29/05/2006,Panoramaplads
,79506,06/08/2006,20/08/2006,flytbar,68,31/05/2006 10.55,Panoramaplads
,79544,17/07/2006,21/07/2006,ikke flytbar,55,01/06/2006 11.46,Panoramaplads
,79655,03/06/2006,04/06/2006,flytbar,205,03/06/2006 14.37,Panoramaplads
,79659,03/06/2006,15/06/2006,flytbar,68,12/08/1999,Panoramaplads
,79702,05/06/2006,06/06/2006,flytbar,205,05/06/2006 11.32,Panoramaplads
,79738,23/07/2006,28/07/2006,ikke flytbar,68,06/06/2006,Panoramaplads
,79820,09/06/2006,11/06/2006,flytbar,168,08/09/1998 17.09,Panoramaplads
,79864,11/06/2006,13/06/2006,flytbar,85,29/06/2001 18.05,Panoramaplads
,79899,12/06/2006,15/06/2006,flytbar,168,12/06/2006 17.33,Panoramaplads
,79901,12/06/2006,16/06/2006,flytbar,205,12/06/2006 18.21,Panoramaplads
,79909,13/06/2006,15/06/2006,flytbar,101,13/06/2006 14.02,Panoramaplads
,79939,14/06/2006,21/06/2006,flytbar,239,19/06/2001 14.57,Panoramaplads
,79945,14/06/2006,16/06/2006,flytbar,188,14/06/2006 16.07,Panoramaplads
,79988,16/06/2006,17/06/2006,flytbar,30,16/06/2006 11.36,Panoramaplads
,79992,23/06/2006,26/06/2006,flytbar,101,16/06/2006 11.56,Panoramaplads
,80072,27/08/2006,09/09/2006,flytbar,220,18/06/2006 14.40,Panoramaplads
,80076,18/06/2006,21/06/2006,flytbar,85,18/06/2006 11.34,Panoramaplads
,80098,19/06/2006,22/06/2006,flytbar,68,19/06/2006 14.41,Panoramaplads
,80103,02/07/2006,08/07/2006,flytbar,40,19/06/2006 18.22,Panoramaplads
,80155,21/06/2006,22/06/2006,flytbar,41,21/06/2006 16.07,Panoramaplads
,80162,29/07/2006,01/08/2006,flytbar,101,22/06/2006 10.13,Panoramaplads
,80248,25/06/2006,27/06/2006,flytbar,30,25/06/2006 15.50,Panoramaplads
,80257,30/03/2007,24/06/2007,flytbar,41,21/02/2006 15.49,Panoramaplads
,80290,30/07/2006,06/08/2006,ikke flytbar,168,27/08/2005 17.49,Panoramaplads
,80401,30/06/2006,02/07/2006,flytbar,252,30/06/2006 14.29,Panoramaplads
,80471,25/07/2006,01/08/2006,flytbar,189,01/07/2006 12.42,Panoramaplads
,80504,24/07/2006,01/08/2006,flytbar,8,13/04/1998,Panoramaplads
,80545,06/07/2006,09/07/2006,flytbar,103,26/04/2002 10.16,Panoramaplads
,80557,11/07/2006,23/07/2006,flytbar,41,03/07/2006 15.22,Panoramaplads
,80575,03/07/2006,05/07/2006,flytbar,188,16/07/2005 17.51,Panoramaplads
,80759,07/07/2006,15/07/2006,flytbar,68,07/07/2006 20.10,Panoramaplads
,80836,09/07/2006,11/07/2006,flytbar,188,16/07/2004 16.02,Panoramaplads
,80907,14/07/2006,16/07/2006,flytbar,101,09/08/2005 19.32,Panoramaplads
,80960,12/07/2006,13/07/2006,flytbar,101,12/07/2006 12.08,Panoramaplads
,81016,21/08/2006,01/09/2006,flytbar,239,20/02/2001 17.13,Panoramaplads
,81077,14/07/2006,16/07/2006,flytbar,85,14/07/2006 13.59,Panoramaplads
,81126,19/07/2006,29/07/2006,flytbar,30,15/07/2006 12.34,Panoramaplads
,81241,21/07/2006,25/07/2006,flytbar,189,17/07/2006 13.17,Panoramaplads
,81256,17/07/2006,21/07/2006,flytbar,70,17/07/2006 14.08,Panoramaplads
,81265,17/07/2006,20/07/2006,flytbar,85,09/06/2000,Panoramaplads
,81266,20/07/2006,24/07/2006,flytbar,8,09/06/2000,Panoramaplads
,81268,17/07/2006,21/07/2006,flytbar,252,17/07/2006 15.59,Panoramaplads
,81309,17/07/2006,21/07/2006,flytbar,255,16/07/2006 15.22,Panoramaplads
,81318,24/07/2006,28/07/2006,flytbar,101,09/06/2000,Panoramaplads
,81401,13/08/2006,15/08/2006,flytbar,220,19/07/2006 13.32,Panoramaplads
,81414,26/07/2006,29/07/2006,flytbar,168,19/07/2006 15.26,Panoramaplads
,81636,22/07/2006,24/07/2006,flytbar,173,18/07/2004 16.29,Panoramaplads
,81690,17/08/2006,26/08/2006,flytbar,189,09/04/2006,Panoramaplads
,81691,24/07/2006,26/07/2006,flytbar,41,23/07/2006 16.03,Panoramaplads
,81702,30/03/2007,01/07/2007,flytbar,85,23/07/2006 17.40,Panoramaplads
,81718,23/07/2006,27/07/2006,flytbar,55,23/07/2006 19.21,Panoramaplads
,81763,25/07/2006,30/07/2006,flytbar,86,20/07/2004 13.15,Panoramaplads
,81770,30/07/2006,06/08/2006,flytbar,55,24/07/2006 13.48,Panoramaplads
,81889,30/07/2006,26/08/2006,flytbar,205,06/10/2001,Panoramaplads
,81942,26/07/2006,31/07/2006,flytbar,85,26/07/2006 17.36,Panoramaplads
,81945,26/07/2006,30/07/2006,flytbar,41,16/07/2006 14.55,Panoramaplads
,81984,29/07/2006,03/08/2006,flytbar,68,10/06/2005 11.22,Panoramaplads
,82038,28/07/2006,30/07/2006,flytbar,205,28/07/2006 15.44,Panoramaplads
,82059,12/08/2006,26/08/2006,flytbar,103,28/07/2006 20.22,Panoramaplads
,82074,29/07/2006,02/08/2006,flytbar,252,29/07/2006 13.41,Panoramaplads
,82142,12/08/2006,08/10/2006,flytbar,173,11/04/2006 13.21,Panoramaplads
,82161,31/07/2006,04/08/2006,flytbar,41,31/07/2006 11.53,Panoramaplads
,82166,07/08/2006,17/08/2006,flytbar,239,31/07/2006 13.23,Panoramaplads
,82217,01/08/2006,09/08/2006,flytbar,85,13/04/1998,Panoramaplads
,82218,01/08/2006,07/08/2006,flytbar,86,13/04/1998,Panoramaplads
,82269,31/03/2007,23/06/2007,flytbar,189,25/08/1998,Panoramaplads
,82494,06/08/2006,10/08/2006,flytbar,168,06/08/2006 14.47,Panoramaplads
,82523,07/08/2006,08/08/2006,flytbar,40,06/08/2006 21.15,Panoramaplads
,82561,16/09/2006,30/09/2006,ikke flytbar,205,15/01/2004 16.56,Panoramaplads
,82712,12/08/2006,29/10/2006,flytbar,168,19/03/2005 11.39,Panoramaplads
,82775,11/08/2006,13/08/2006,flytbar,55,16/10/1999,Panoramaplads
,82812,12/08/2006,01/09/2006,flytbar,85,14/07/1999,Panoramaplads
,82813,12/08/2006,17/08/2006,flytbar,189,12/08/2006 19.31,Panoramaplads
,82978,16/08/2006,26/08/2006,flytbar,101,16/08/2006 11.03,Panoramaplads
,82979,16/08/2006,17/08/2006,flytbar,86,16/08/2006 10.42,Panoramaplads
,83003,16/08/2006,17/08/2006,flytbar,55,16/08/2006 16.39,Panoramaplads
,83017,17/08/2006,20/08/2006,flytbar,70,16/08/2006 10.42,Panoramaplads
,83098,20/08/2006,09/09/2006,flytbar,70,20/08/2006 12.05,Panoramaplads
,83172,22/08/2006,24/08/2006,flytbar,40,22/08/2006 18.13,Panoramaplads
,83174,22/08/2006,27/08/2006,flytbar,55,22/08/2006 18.17,Panoramaplads
,83252,25/08/2006,26/08/2006,flytbar,40,25/08/2006 14.55,Panoramaplads
,83274,25/08/2006,26/08/2006,flytbar,220,25/08/2006 18.45,Panoramaplads
,83289,26/08/2006,31/08/2006,flytbar,40,30/05/1996,Panoramaplads
,83333,27/08/2006,11/09/2006,flytbar,189,28/08/2006 10.48,Panoramaplads
,83351,11/09/2006,16/09/2006,flytbar,101,29/08/2006 16.27,Panoramaplads
,83371,30/08/2006,03/09/2006,flytbar,103,30/08/2006 16.07,Panoramaplads
,83425,02/09/2006,09/09/2006,flytbar,239,02/09/2006 17.34,Panoramaplads
,83434,30/03/2007,24/06/2007,flytbar,188,12/07/2002,Panoramaplads
,83438,12/08/2007,28/10/2007,flytbar,168,05/08/2006 13.45,Panoramaplads
,83444,03/09/2006,12/09/2006,flytbar,205,03/09/2006 18.21,Panoramaplads
,83453,14/10/2006,20/10/2006,flytbar,103,04/09/2006 13.27,Panoramaplads
,83540,09/09/2006,15/09/2006,flytbar,103,09/09/2004 12.55,Panoramaplads
,83542,09/09/2006,12/09/2006,flytbar,68,09/09/2006 15.03,Panoramaplads
,83588,12/09/2006,15/09/2006,flytbar,85,12/09/2006 16.40,Panoramaplads
,83621,15/10/2006,18/10/2006,flytbar,41,14/09/2006 13.25,Panoramaplads
,83628,14/09/2006,30/09/2006,flytbar,41,08/09/2003,Panoramaplads
,83665,15/09/2006,17/09/2006,flytbar,189,12/05/2006,Panoramaplads
,83676,15/09/2006,22/09/2006,flytbar,220,23/02/2004 08.05,Panoramaplads
,83680,15/09/2006,17/09/2006,flytbar,68,24/05/1995 19.22,Panoramaplads
,83717,30/09/2006,03/10/2006,flytbar,101,18/09/2006 13.17,Panoramaplads
,83810,23/09/2006,26/09/2006,flytbar,85,23/09/2006 14.25,Panoramaplads
,83879,30/03/2007,24/06/2007,flytbar,220,19/08/2005 17.05,Panoramaplads
,83900,09/04/2007,28/06/2007,flytbar,103,30/07/1999,Panoramaplads
,83901,30/03/2007,20/09/2007,flytbar,14,09/04/1995,Panoramaplads
,83902,30/03/2007,26/06/2007,flytbar,40,15/06/2003,Panoramaplads
,83905,01/04/2007,19/10/2007,flytbar,54,13/04/1995,Panoramaplads
,83906,30/03/2007,27/10/2007,flytbar,309,26/03/1995,Panoramaplads
,83911,08/04/2007,06/10/2007,flytbar,204,31/08/1997,Panoramaplads
,83914,30/03/2007,28/10/2007,flytbar,21,07/04/1995,Panoramaplads
,83928,11/08/2007,28/10/2007,flytbar,103,16/10/2000 19.43,Panoramaplads
,83986,27/09/2006,29/09/2006,flytbar,70,19/08/2005 17.05,Panoramaplads
,84023,29/09/2006,03/10/2006,flytbar,220,19/08/2005 17.05,Panoramaplads
,84053,30/03/2007,30/04/2007,flytbar,205,06/10/2001,Panoramaplads
,84054,11/08/2007,26/08/2007,flytbar,205,06/10/2001,Panoramaplads
,84066,30/09/2006,03/10/2006,flytbar,189,30/09/2006 14.12,Panoramaplads
,84090,14/10/2006,17/10/2006,flytbar,101,18/09/1998 17.41,Panoramaplads
,84093,30/09/2006,01/10/2006,flytbar,205,30/09/2006 17.18,Panoramaplads
,84096,01/10/2006,07/10/2006,flytbar,188,05/10/2004 16.40,Panoramaplads
,84157,21/10/2006,27/10/2006,flytbar,188,06/10/2006 11.31,Panoramaplads
,84177,07/10/2006,10/10/2006,flytbar,40,26/08/2003,Panoramaplads
,84179,14/10/2006,19/10/2006,flytbar,252,07/10/2006,Panoramaplads
,84180,12/10/2006,15/10/2006,ikke flytbar,189,03/09/2006 11.04,Panoramaplads
,84181,14/10/2006,15/10/2006,flytbar,173,08/10/2006 10.51,Panoramaplads
,84191,15/10/2006,21/10/2006,flytbar,239,09/10/2006 09.47,Panoramaplads
,84198,13/10/2006,20/10/2006,flytbar,220,17/07/1998 16.19,Panoramaplads
,84200,18/10/2006,22/10/2006,flytbar,189,05/02/2004,Panoramaplads
,84205,18/10/2006,22/10/2006,flytbar,173,05/02/2004 18.14,Panoramaplads
,84230,13/10/2006,15/10/2006,flytbar,68,12/10/2006 08.31,Panoramaplads
,84244,12/10/2006,17/10/2006,flytbar,188,12/10/2005 16.04,Panoramaplads
,84254,14/10/2006,17/10/2006,flytbar,40,15/06/2003,Panoramaplads
,84268,13/10/2006,16/10/2006,flytbar,255,13/10/2006,Panoramaplads
,84298,14/10/2006,17/10/2006,flytbar,55,20/10/2005 10.26,Panoramaplads
,84323,16/10/2006,19/10/2006,flytbar,68,15/10/2006 08.06,Panoramaplads
,84351,15/10/2006,18/10/2006,flytbar,86,08/04/2004 16.06,Panoramaplads
,84375,16/10/2006,26/10/2006,flytbar,8,29/08/2003 18.03,Panoramaplads
,84383,16/10/2006,19/10/2006,flytbar,255,16/10/2006 18.36,Panoramaplads
,84384,16/10/2006,17/10/2006,flytbar,173,16/10/2006 18.37,Panoramaplads
,84387,16/05/2007,20/05/2007,ikke flytbar,70,25/04/2005 15.41,Panoramaplads
,84396,17/10/2006,20/10/2006,flytbar,85,17/10/2006,Panoramaplads
,84420,30/03/2007,28/06/2007,flytbar,68,16/10/2006 13.22,Panoramaplads
,84447,19/10/2006,23/10/2006,flytbar,101,19/10/2006 16.06,Panoramaplads
,84487,21/10/2006,25/10/2006,flytbar,70,21/10/2006 18.17,Panoramaplads
,84539,27/10/2006,29/10/2006,flytbar,41,31/08/2001 18.36,Panoramaplads
,84602,05/04/2007,15/04/2007,ikke flytbar,70,03/04/1998,Panoramaplads
,84604,17/06/2007,15/07/2007,flytbar,70,20/08/2006 12.05,Panoramaplads
,84610,12/08/2007,27/10/2007,flytbar,239,21/07/2005 15.25,Panoramaplads
,84637,30/03/2007,30/06/2007,flytbar,168,31/05/2000,Panoramaplads
,84640,30/03/2007,30/06/2007,flytbar,55,05/04/1996,Panoramaplads
,84668,01/04/2007,09/04/2007,flytbar,101,18/09/2006 13.17,Panoramaplads
,84693,25/04/2007,30/06/2007,flytbar,173,22/01/2007 15.07,Panoramaplads
,84694,11/08/2007,19/10/2007,flytbar,173,22/01/2007 15.07,Panoramaplads
,84695,13/08/2007,31/08/2007,flytbar,188,18/08/2005 13.05,Panoramaplads
,84696,13/08/2007,31/08/2007,flytbar,189,22/01/2007 15.41,Panoramaplads
,84804,01/07/2007,29/07/2007,flytbar,205,06/10/2001,Panoramaplads
,84824,29/07/2007,30/07/2007,flytbar,220,04/01/2007 10.07,Panoramaplads
,84844,02/04/2007,06/04/2007,flytbar,86,30/01/2007 23.13,Panoramaplads
,84866,04/07/2007,15/07/2007,flytbar,40,14/02/2007 12.21,Panoramaplads
,84869,06/04/2007,19/06/2007,flytbar,30,10/02/2006,Panoramaplads
,84883,30/03/2007,17/06/2007,flytbar,252,16/02/2007 11.56,Panoramaplads
,84887,06/04/2007,14/04/2007,ikke flytbar,86,16/02/2007 12.30,Panoramaplads
,84911,01/04/2007,09/04/2007,flytbar,239,20/02/2007 09.34,Panoramaplads
,84960,30/03/2007,25/06/2007,flytbar,255,03/09/2006 11.04,Panoramaplads
,85060,08/07/2007,22/07/2007,flytbar,168,05/03/2007 10.40,Panoramaplads
,85100,22/07/2007,31/07/2007,flytbar,70,16/05/2006 13.46,Panoramaplads
,85113,18/08/2007,25/08/2007,ikke flytbar,220,04/01/2007 12.16,Panoramaplads
,85115,31/03/2007,05/04/2007,ikke flytbar,70,09/03/2007,Panoramaplads
,85118,05/08/2007,09/08/2007,flytbar,55,09/03/2007,Panoramaplads
,85208,22/07/2007,29/07/2007,ikke flytbar,40,23/01/2007 10.28,Panoramaplads
,85209,22/07/2007,29/07/2007,ikke flytbar,41,23/01/2007 10.28,Panoramaplads
,85237,23/07/2007,05/08/2007,flytbar,252,29/09/1995,Panoramaplads
,85252,23/07/2007,27/07/2007,flytbar,239,23/03/2007 13.12,Panoramaplads
,85276,30/03/2007,23/06/2007,flytbar,8,16/08/2001,Panoramaplads
,85285,11/08/2007,24/10/2007,flytbar,8,16/08/2001,Panoramaplads
,85339,04/04/2007,08/04/2007,flytbar,173,30/03/2007,Panoramaplads
,85461,24/06/2007,01/07/2007,flytbar,221,06/02/2007 20.08,Panoramaplads
,85503,05/04/2007,06/04/2007,flytbar,30,06/01/2007 14.19,Panoramaplads
,85531,06/04/2007,07/04/2007,flytbar,204,21/10/1999 15.44,Panoramaplads
,85542,06/04/2007,08/04/2007,flytbar,221,06/04/2007 12.51,Panoramaplads
,85569,22/06/2007,30/06/2007,ikke flytbar,239,16/02/2007 12.30,Panoramaplads
,85570,07/04/2007,08/04/2007,flytbar,103,07/04/2007 14.51,Panoramaplads
,85649,27/07/2007,12/08/2007,ikke flytbar,239,22/07/2000,Panoramaplads
,85764,03/05/2007,06/05/2007,flytbar,205,17/04/2007,Panoramaplads
,85773,30/07/2007,11/08/2007,ikke flytbar,86,13/04/1998,Panoramaplads
,85862,25/05/2007,29/05/2007,ikke flytbar,221,03/05/2004 15.19,Panoramaplads
,85877,22/04/2007,29/04/2007,flytbar,86,17/08/2000 15.17,Panoramaplads
,86068,26/05/2007,28/05/2007,flytbar,101,20/05/2006 12.55,Panoramaplads
,86071,28/04/2007,01/05/2007,ikke flytbar,70,05/05/2005 11.46,Panoramaplads
,86094,27/04/2007,02/05/2007,flytbar,239,27/02/2007 12.29,Panoramaplads
,86306,16/05/2007,19/05/2007,flytbar,86,30/04/2007 14.07,Panoramaplads
,86307,11/05/2007,13/05/2007,flytbar,101,30/04/2007 14.17,Panoramaplads
,86348,26/07/2007,08/08/2007,ikke flytbar,101,01/05/2007 17.21,Panoramaplads
,86351,21/07/2007,27/07/2007,flytbar,173,27/08/2005 17.49,Panoramaplads
,86389,15/05/2007,21/05/2007,flytbar,205,06/10/2004 14.20,Panoramaplads
,86392,03/05/2007,06/05/2007,flytbar,86,03/05/2007 11.30,Panoramaplads
,86471,27/05/2007,09/06/2007,flytbar,239,07/05/2007 08.41,Panoramaplads
,86607,05/08/2007,06/08/2007,flytbar,103,10/05/2007 19.49,Panoramaplads
,86657,14/07/2007,28/07/2007,ikke flytbar,103,15/05/2007 08.26,Panoramaplads
,86809,25/05/2007,28/05/2007,flytbar,70,21/05/2007,Panoramaplads
,86811,15/10/2007,22/10/2007,ikke flytbar,189,06/10/2004 14.20,Panoramaplads
,86828,02/07/2007,14/07/2007,flytbar,189,21/05/2007 13.47,Panoramaplads
,86882,21/05/2007,27/05/2007,flytbar,86,21/09/2006,Panoramaplads
,86914,27/04/2007,24/05/2007,flytbar,221,08/04/2004 18.47,Panoramaplads
,86973,13/05/2008,11/06/2008,flytbar,239,24/04/2002 17.17,Panoramaplads
,87039,28/05/2007,07/06/2007,flytbar,86,27/05/1997,Panoramaplads
,87064,15/07/2007,25/07/2007,flytbar,188,17/05/2007 12.50,Panoramaplads
,87089,19/07/2007,21/07/2007,ikke flytbar,221,28/05/2007 18.18,Panoramaplads
,87237,14/07/2007,21/07/2007,ikke flytbar,68,02/06/2007 18.08,Panoramaplads
,87326,08/06/2007,10/06/2007,flytbar,86,06/06/2007 11.12,Panoramaplads
,87365,07/06/2007,08/06/2007,flytbar,86,07/06/2007 15.49,Panoramaplads
,87402,08/06/2007,24/06/2007,flytbar,101,08/06/2007 15.35,Panoramaplads
,87410,08/06/2007,10/06/2007,flytbar,70,08/06/2007 17.36,Panoramaplads
,87473,11/06/2007,30/06/2007,flytbar,86,08/06/2007 16.04,Panoramaplads
,87477,23/08/2007,26/08/2007,flytbar,221,03/05/2004 15.19,Panoramaplads
,87479,11/07/2007,13/07/2007,flytbar,239,21/07/2002,Panoramaplads
,87485,25/08/2007,28/10/2007,flytbar,220,08/05/2007 20.34,Panoramaplads
,87501,30/07/2007,08/08/2007,flytbar,221,11/06/2007,Panoramaplads
,87551,13/06/2007,17/06/2007,flytbar,205,13/06/2007 14.57,Panoramaplads
,87564,13/08/2007,17/08/2007,flytbar,86,14/06/2007 09.05,Panoramaplads
,87574,14/06/2007,21/06/2007,flytbar,239,14/06/2007 14.30,Panoramaplads
,87606,01/07/2007,06/07/2007,flytbar,101,16/06/2007 12.44,Panoramaplads
,87666,24/07/2007,04/08/2007,ikke flytbar,189,07/04/1995,Panoramaplads
,87705,22/07/2007,27/07/2007,flytbar,220,19/07/2006,Panoramaplads
,87712,12/08/2007,26/08/2007,ikke flytbar,70,14/10/1995,Panoramaplads
,87733,21/06/2007,29/06/2007,flytbar,205,21/06/2007 16.05,Panoramaplads
,87749,24/06/2007,28/06/2007,ikke flytbar,252,06/10/2004 14.20,Panoramaplads
,87755,13/07/2007,20/07/2007,flytbar,41,22/06/2007 18.37,Panoramaplads
,87816,19/08/2007,27/08/2007,ikke flytbar,86,08/07/1999 15.04,Panoramaplads
,87858,09/07/2007,19/07/2007,flytbar,86,21/07/2005 18.21,Panoramaplads
,87866,10/08/2007,21/08/2007,flytbar,221,07/01/1998,Panoramaplads
,87971,16/07/2007,23/07/2007,flytbar,252,30/06/2007 15.58,Panoramaplads
,88013,02/07/2007,06/07/2007,flytbar,239,23/08/2002,Panoramaplads
,88017,11/08/2007,28/10/2007,flytbar,255,20/02/2001 17.13,Panoramaplads
,88024,02/07/2007,13/07/2007,flytbar,55,02/07/2007 14.44,Panoramaplads
,88041,02/07/2007,04/07/2007,flytbar,103,29/06/2001 18.05,Panoramaplads
,88056,09/07/2007,10/07/2007,flytbar,85,03/07/2007 09.07,Panoramaplads
,88084,21/08/2007,03/09/2007,flytbar,252,17/06/2007 11.36,Panoramaplads
,88118,04/07/2007,06/07/2007,flytbar,86,28/04/2002,Panoramaplads
,88158,14/07/2007,19/07/2007,flytbar,221,05/07/2007 18.30,Panoramaplads
,88165,04/07/2007,06/07/2007,flytbar,255,04/07/2007,Panoramaplads
,88189,06/07/2007,08/07/2007,flytbar,173,10/08/2005 09.31,Panoramaplads
,88232,08/07/2007,13/07/2007,flytbar,101,08/07/2007 16.02,Panoramaplads
,88294,06/09/2007,18/09/2007,ikke flytbar,189,09/07/2007 20.32,Panoramaplads
,88382,12/07/2007,20/07/2007,flytbar,255,09/10/2004 14.24,Panoramaplads
,88396,15/07/2007,17/07/2007,ikke flytbar,220,12/07/2007 13.46,Panoramaplads
,88423,06/08/2007,18/08/2007,flytbar,41,13/07/2007,Panoramaplads
,88566,16/07/2007,20/07/2007,flytbar,173,16/07/2006 15.22,Panoramaplads
,88573,16/07/2007,17/07/2007,flytbar,85,11/03/1995,Panoramaplads
,88663,18/07/2007,19/07/2007,flytbar,8,18/07/2007 11.07,Panoramaplads
,88673,18/07/2007,26/07/2007,flytbar,30,26/07/2005 17.52,Panoramaplads
,88689,18/07/2007,22/07/2007,flytbar,101,18/07/2007 17.30,Panoramaplads
,88773,15/08/2007,23/08/2007,flytbar,68,20/07/2007 09.03,Panoramaplads
,88809,21/07/2007,24/07/2007,flytbar,189,21/07/2007 09.25,Panoramaplads
,88816,21/07/2007,24/07/2007,flytbar,221,28/05/2007 18.18,Panoramaplads
,88830,21/07/2007,23/07/2007,flytbar,86,21/07/2007 15.18,Panoramaplads
,88853,21/07/2007,29/07/2007,flytbar,55,09/06/2000,Panoramaplads
,88877,22/07/2007,27/07/2007,flytbar,255,20/07/2004 13.15,Panoramaplads
,88971,23/07/2007,25/07/2007,flytbar,85,23/07/2007 17.56,Panoramaplads
,88981,25/07/2007,30/07/2007,flytbar,188,21/07/2007 09.25,Panoramaplads
,89002,24/07/2007,29/07/2007,flytbar,168,24/07/2007 10.06,Panoramaplads
,89193,03/08/2007,11/08/2007,flytbar,205,06/10/2001,Panoramaplads
,89206,28/07/2007,31/07/2007,flytbar,85,28/07/2007 15.53,Panoramaplads
,89241,29/07/2007,31/07/2007,flytbar,168,29/07/2007 14.58,Panoramaplads
,89350,31/07/2007,04/08/2007,flytbar,168,31/07/2007 15.48,Panoramaplads
,89421,02/08/2007,05/08/2007,flytbar,220,02/08/2007,Panoramaplads
,89653,06/08/2007,12/08/2007,flytbar,70,02/07/2002 18.48,Panoramaplads
,89659,06/08/2007,10/08/2007,flytbar,188,06/08/2007 20.48,Panoramaplads
,89664,07/08/2007,11/08/2007,flytbar,189,01/08/2000 17.12,Panoramaplads
,89676,07/08/2007,08/08/2007,flytbar,173,07/08/2007 11.11,Panoramaplads
,89814,10/08/2007,12/08/2007,flytbar,252,10/08/2007 16.26,Panoramaplads
,89820,10/08/2007,12/08/2007,flytbar,168,11/05/2006 19.01,Panoramaplads
,89824,11/08/2007,07/10/2007,flytbar,30,10/08/2007 19.35,Panoramaplads
,89891,12/08/2007,15/08/2007,flytbar,40,12/08/2007 14.04,Panoramaplads
,89959,13/08/2007,16/08/2007,flytbar,220,13/08/2007 15.09,Panoramaplads
,89964,13/08/2007,17/08/2007,flytbar,252,13/08/2007 16.15,Panoramaplads
,89970,13/08/2007,15/08/2007,flytbar,68,13/08/2007 17.10,Panoramaplads
,89974,13/08/2007,18/08/2007,flytbar,55,25/04/2005 15.41,Panoramaplads
,90113,16/08/2007,20/08/2007,flytbar,101,16/08/2007 14.44,Panoramaplads
,90134,16/08/2007,17/08/2007,flytbar,220,16/08/2007 17.37,Panoramaplads
,90154,17/08/2007,20/08/2007,flytbar,85,17/08/2007 11.13,Panoramaplads
,90248,21/08/2007,23/08/2007,flytbar,40,20/08/2007 11.46,Panoramaplads
,90265,20/08/2007,28/08/2007,flytbar,55,09/09/2004 12.55,Panoramaplads
,90288,23/08/2007,14/09/2007,flytbar,68,28/08/2006 10.48,Panoramaplads
,90378,24/08/2007,28/08/2007,flytbar,40,24/08/2007 14.23,Panoramaplads
,90379,24/08/2007,28/08/2007,flytbar,41,24/08/2007,Panoramaplads
,90426,14/09/2007,28/10/2007,flytbar,205,06/10/2001,Panoramaplads
,90443,26/08/2007,27/08/2007,flytbar,101,26/08/2007 18.01,Panoramaplads
,90453,01/09/2007,06/09/2007,flytbar,189,06/10/2004 14.20,Panoramaplads
,90485,28/08/2007,29/08/2007,flytbar,101,23/08/2005 16.27,Panoramaplads
,90592,15/09/2007,20/09/2007,ikke flytbar,85,02/09/2007 10.47,Panoramaplads
,90608,03/09/2007,21/09/2007,flytbar,221,08/05/2004 16.02,Panoramaplads
,90709,07/09/2007,09/09/2007,flytbar,205,08/09/2006,Panoramaplads
,90728,07/09/2007,09/09/2007,flytbar,252,07/09/2007 16.49,Panoramaplads
,90805,11/09/2007,25/09/2007,flytbar,41,08/09/2003,Panoramaplads
,90811,13/10/2007,18/10/2007,flytbar,40,12/09/2007 13.23,Panoramaplads
,90831,13/09/2007,27/09/2007,ikke flytbar,188,23/08/1998,Panoramaplads
,90872,25/04/2008,11/07/2008,flytbar,70,15/09/2007,Panoramaplads
,90882,26/10/2007,28/10/2007,flytbar,101,10/10/2004 14.12,Panoramaplads
,90916,13/10/2007,21/10/2007,ikke flytbar,221,19/09/2007 13.16,Panoramaplads
,90947,22/09/2007,23/09/2007,flytbar,55,31/03/2007 09.03,Panoramaplads
,90960,22/09/2007,23/09/2007,flytbar,70,22/09/2007 17.04,Panoramaplads
,90966,23/09/2007,04/10/2007,flytbar,70,08/08/2006 17.46,Panoramaplads
,90974,24/09/2007,28/09/2007,flytbar,189,12/07/2006 20.29,Panoramaplads
,91001,13/10/2007,18/11/2007,flytbar,188,16/10/2005 18.16,Panoramaplads
,91029,28/09/2007,05/10/2007,flytbar,101,28/09/2007 17.54,Panoramaplads
,91046,02/10/2007,07/10/2007,flytbar,188,30/09/2007 14.05,Panoramaplads
,91054,12/10/2007,15/10/2007,flytbar,101,01/10/2007 09.12,Panoramaplads
,91055,04/10/2007,13/10/2007,ikke flytbar,40,15/06/2003,Panoramaplads
,91088,02/10/2007,08/10/2007,flytbar,86,22/08/2006,Panoramaplads
,91197,12/10/2007,14/10/2007,flytbar,204,05/06/2000,Panoramaplads
,91216,13/10/2007,17/10/2007,flytbar,41,14/10/2005 14.32,Panoramaplads
,91257,25/04/2008,11/07/2008,flytbar,86,18/04/2003,Panoramaplads
,91292,25/04/2008,11/07/2008,flytbar,168,05/08/2006 13.45,Panoramaplads
,91293,09/08/2008,26/10/2008,flytbar,168,05/08/2006 13.45,Panoramaplads
,91297,25/04/2008,11/07/2008,flytbar,103,30/07/1999,Panoramaplads
,91298,25/04/2008,20/09/2008,flytbar,14,09/04/1995,Panoramaplads
,91299,25/04/2008,05/07/2008,flytbar,40,15/06/2003,Panoramaplads
